"TIME_PERIOD","TIME_IDENTIFIER","TRUST_GROUP_TYPE","TRUST_NAME","TRUST_UID","TRUST_ID","TRUST_COMPANIES_HOUSE_NUMBER","TRUST_UKPRN","TRUST_LEADREGION","INSTITUTIONS_MATPTINC","NUMINST_ACAD_MATPTINC","NUMINST_ACAD_CONVERTER_MATPTINC","NUMINST_ACAD_SPONSOR_MATPTINC","NUMINST_ACAD_FREE_MATPTINC","NUMINST_ACAD_UTC_MATPTINC","NUMINST_ACAD_STUDIO_MATPTINC","NUMINST_ACAD_3_MATPTINC","NUMINST_ACAD_4_MATPTINC","NUMINST_ACAD_5PLUS_MATPTINC","NUMINST_AGEN_MATPTINC","NUMINST_AGEN_CONVERTER_MATPTINC","NUMINST_AGEN_SPONSOR_MATPTINC","NUMINST_AGEN_FREE_MATPTINC","NUMINST_AGEN_UTC_MATPTINC","NUMINST_AGEN_STUDIO_MATPTINC","NUMINST_AGEN_3_MATPTINC","NUMINST_AGEN_4_MATPTINC","NUMINST_AGEN_5PLUS_MATPTINC","TALLPUP_ACAD_MATPTINC","TALLSCR_ACAD_1618","TALLENT_ACAD_1618","TALLPPE_ACAD_1618","TALLPPE_GRD_ACAD_1618","TALLPUP_ACAD_DIS_MATPTINC","TALLSCR_ACAD_1618_DIS","TALLENT_ACAD_1618_DIS","TALLPPE_ACAD_1618_DIS","TALLPPE_GRD_ACAD_1618_DIS","perc_DIS_ACAD","TALLPUP_ACAD_NOTDIS_MATPTINC","TALLSCR_ACAD_1618_NOTDIS","TALLENT_ACAD_1618_NOTDIS","TALLPPE_ACAD_1618_NOTDIS","TALLPPE_GRD_ACAD_1618_NOTDIS","TALLPUP_AGEN_MATPTINC","TALLSCR_AGEN","TALLENT_AGEN","TALLPPE_AGEN","TALLPPE_GRD_AGEN","TALLPUP_AGEN_DIS_MATPTINC","TALLSCR_AGEN_DIS","TALLENT_AGEN_DIS","TALLPPE_AGEN_DIS","TALLPPE_GRD_AGEN_DIS","perc_DIS_AGEN","TALLPUP_AGEN_NOTDIS_MATPTINC","TALLSCR_AGEN_NOTDIS","TALLENT_AGEN_NOTDIS","TALLPPE_AGEN_NOTDIS","TALLPPE_GRD_AGEN_NOTDIS","INSTITUTIONS_INMAT","NUMINST_1618_INMAT","NUMINST_1618_CONVERTER_INMAT","NUMINST_1618_SPONSOR_INMAT","NUMINST_1618_FREE_INMAT","NUMINST_1618_UTC_INMAT","NUMINST_1618_STUDIO_INMAT","NUMINST_ACAD_INMAT","NUMINST_ACAD_CONVERTER_INMAT","NUMINST_ACAD_SPONSOR_INMAT","NUMINST_ACAD_FREE_INMAT","NUMINST_ACAD_UTC_INMAT","NUMINST_ACAD_STUDIO_INMAT","NUMINST_AGEN_INMAT","NUMINST_AGEN_CONVERTER_INMAT","NUMINST_AGEN_SPONSOR_INMAT","NUMINST_AGEN_FREE_INMAT","NUMINST_AGEN_UTC_INMAT","NUMINST_AGEN_STUDIO_INMAT","TALLPUP_1618_INMAT","TALLPUP_ACAD_INMAT","TALLPUP_ACAD_DIS_INMAT","TALLPUP_ACAD_NOTDIS_INMAT","TALLPUP_AGEN_INMAT","TALLPUP_AGEN_DIS_INMAT","TALLPUP_AGEN_NOTDIS_INMAT"
202223,"AcademicYear","Multi-academy trust","STOWE VALLEY MULTI ACADEMY TRUST",16616,"TR03608",10445759,10064277,"West Midlands","145575, 147432, 143905",3,2,1,0,0,0,0,1,2,3,2,1,0,0,0,0,1,2,"260","21407","646.8","33.1","C+","13","532","21.8","24.4","D+","5%","245","20650","618.7","33.38","C+","128","6351.5","200","31.76","Dist-","10","393","18","21.83","Merit-","8%","117","5908.5","181","32.64","Dist-","145575, 147432, 143905",3,2,1,0,0,0,3,2,1,0,0,0,3,2,1,0,0,0,293,260,13,245,128,10,117
202223,"AcademicYear","Multi-academy trust","SWALE ACADEMIES TRUST",4885,"TR02230",7344732,10058331,"South East","136286, 137687, 139075, 144354",4,2,2,0,0,0,0,0,4,4,2,2,0,0,0,0,0,4,"142","6026","249.5","24.15","D+","27","1222","48.2","25.35","C-","19%","114","4784","200.3","23.88","D+","159","8494.5","296.5","28.65","Merit+","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","136286, 137687, 139075, 147897, 144354, 148712",6,3,3,0,0,0,5,3,2,0,0,0,6,3,3,0,0,0,391,185,32,151,228,47,179
202223,"AcademicYear","Multi-academy trust","THE ARTHUR TERRY LEARNING PARTNERSHIP",2166,"TR00089",7730920,10034759,"West Midlands","144721, 138136, 146493, 136986",4,3,1,0,0,0,0,2,2,4,3,1,0,0,0,0,2,2,"311","24628","836.4","29.45","C","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","100","4962.5","167","29.72","Merit+","15","597.5","22.5","26.56","Merit","15%","85","4365","144.5","30.21","Dist-","137209, 144721, 138136, 146493, 136986",5,4,1,0,0,0,5,4,1,0,0,0,5,4,1,0,0,0,448,361,49,311,122,24,98
202223,"AcademicYear","Multi-academy trust","THE BROOKE WESTON TRUST",2471,"TR00327",2400784,10058154,"East Midlands","137867, 138254, 135306, 135317, 135967",5,0,4,1,0,0,0,0,5,5,0,4,1,0,0,0,0,5,"317","26291","835.3","31.47","C","38","2810","95.7","29.36","C","12%","279","23481","739.6","31.75","C+","162","6852.5","205","33.43","Dist","21","835.5","26","32.13","Dist-","13%","141","6017","179","33.61","Dist","137867, 138254, 135306, 135317, 135967",5,0,4,1,0,0,5,0,4,1,0,0,5,0,4,1,0,0,362,317,38,279,162,21,141
202223,"AcademicYear","Multi-academy trust","THE CARDINAL HUME ACADEMIES TRUST",2543,"TR00389",8148675,10059941,"London","143082, 139369, 139362",3,3,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,3,"301","27464","794","34.59","C+","92","7017","224.1","31.31","C","31%","201","19677","549.9","35.78","B-","152","8146.5","289.5","28.14","Merit+","51","2712","101","26.85","Merit+","34%","98","5224.5","183.5","28.47","Merit+","143082, 139369, 139362",3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,381,301,92,201,152,51,98
202223,"AcademicYear","Multi-academy trust","THE CO-OPERATIVE ACADEMIES TRUST",2777,"TR00567",7747126,10059286,"North West","144588, 146315, 139730",3,1,1,1,0,0,0,2,1,3,1,1,1,0,0,0,2,1,"168","8598","358.5","23.98","D+","63","3260","142.8","22.83","D+","38%","102","5138","208.7","24.62","D+","199","13684.5","434.5","31.49","Dist-","84","5684.5","183.5","30.98","Dist-","42%","112","7749","244","31.76","Dist-","137065, 144588, 146315, 139730",4,1,2,1,0,0,3,1,1,1,0,0,3,1,1,1,0,0,463,168,63,102,199,84,112
202223,"AcademicYear","Multi-academy trust","THE CONSORTIUM ACADEMY TRUST",3403,"TR01041",7665828,10058879,"Yorkshire and the Humber","145722, 137306, 136921, 144561",4,3,1,0,0,0,0,1,3,4,3,1,0,0,0,0,1,3,"267","19044","645.3","29.51","C","48","2757","110","25.06","C-","18%","219","16287","535.3","30.43","C","169","7242","266","27.23","Merit+","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","145722, 137306, 136921, 144561",4,3,1,0,0,0,4,3,1,0,0,0,4,3,1,0,0,0,326,267,48,219,169,33,136
202223,"AcademicYear","Multi-academy trust","THE DAVID ROSS EDUCATION TRUST",2854,"TR00633",6182612,10058206,"East Midlands","135294, 141874, 138757, 139060, 136201",5,1,4,0,0,0,0,0,5,4,1,3,0,0,0,0,0,4,"213","13112","514.6","25.48","C-","24","1098","44.9","24.45","D+","11%","187","11874","465.7","25.5","C-","143","5234.5","202.5","25.85","Merit","21","926","37","25.03","Merit","15%","122","4308.5","165.5","26.03","Merit","135294, 141874, 138757, 139060, 136201",5,1,4,0,0,0,5,1,4,0,0,0,4,1,3,0,0,0,263,213,24,187,143,21,122
202223,"AcademicYear","Multi-academy trust","THE DIOCESE OF WESTMINSTER ACADEMY TRUST",2928,"TR00665",7944160,10059577,"East of England","137994, 137925, 137995, 137938, 137895, 137922",6,6,0,0,0,0,0,0,6,5,5,0,0,0,0,0,0,5,"670","61509","1812.7","33.93","C+","64","4802","155.6","30.86","C","10%","597","55631","1625.8","34.22","C+","192","8953.5","309.5","28.93","Merit+","28","1428.5","57.5","24.84","Merit","15%","163","7475","251","29.78","Merit+","137994, 137925, 137995, 137938, 137895, 137922",6,6,0,0,0,0,6,6,0,0,0,0,5,5,0,0,0,0,749,670,64,597,192,28,163
202223,"AcademicYear","Multi-academy trust","THE FUTURES TRUST",15732,"TR01671",8678162,10060589,"West Midlands","140248, 142339, 145179",3,2,1,0,0,0,0,0,3,3,2,1,0,0,0,0,0,3,"201","18086","566.8","31.91","C+","45","4017","123.6","32.5","C+","22%","156","14069","443.2","31.74","C+","90","7055","210","33.6","Dist","27","1895","60","31.58","Dist-","30%","63","5160","150","34.4","Dist","140248, 148417, 142339, 145179",4,3,1,0,0,0,4,3,1,0,0,0,4,3,1,0,0,0,417,313,57,256,157,37,120
202223,"AcademicYear","Multi-academy trust","THE HOWARD PARTNERSHIP TRUST",3493,"TR01121",7597068,10058685,"South East","144503, 136833, 142315",3,3,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,3,"329","30841","901","34.23","C+","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","68","2495","100","24.95","Merit","10","295","15","19.67","Pass+","15%","58","2200","85","25.88","Merit","144503, 136833, 142315",3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,381,329,28,298,68,10,58
202223,"AcademicYear","Multi-academy trust","THE KEMNAL ACADEMIES TRUST",3586,"TR01192",7348231,10058343,"South East","136555, 137072, 136456, 140105, 138620, 136720, 138686",7,7,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0,7,"429","26366","951","27.72","C-","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","304","14774.5","516.5","28.61","Merit+","58","2573","98","26.26","Merit","19%","229","11381.5","391","29.11","Merit+","136555, 137072, 136456, 140105, 138620, 136720, 138686",7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,644,429,65,364,304,58,246
202223,"AcademicYear","Multi-academy trust","THE LEARNING ALLIANCE",2766,"TR00558",7538467,10058540,"North West","140813, 138002, 136655",3,2,0,0,0,1,2,0,1,3,2,0,0,0,1,2,0,1,"192","14785","478.2","30.92","C","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","90","4061","159","25.54","Merit","9","405","14.5","27.93","Merit+","10%","80","3631","143.5","25.3","Merit","140813, 142890, 138002, 136655",4,2,0,0,1,1,4,2,0,0,1,1,4,2,0,0,1,1,322,197,12,184,96,11,84
202223,"AcademicYear","Multi-academy trust","THE LEARNING TRUST",16429,"TR00495",7523884,10058507,"North West","143817, 144742, 136645",3,1,1,0,0,1,0,0,3,3,1,1,0,0,1,0,0,3,"215","22322.5","668.4","33.4","C+","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","54","2301","75.5","30.48","Dist-","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","143817, 144742, 136645",3,1,1,0,0,1,3,1,1,0,0,1,3,1,1,0,0,1,244,215,15,187,54,5,48
202223,"AcademicYear","Multi-academy trust","THE MERCIAN TRUST",16926,"TR01715",7611347,10058703,"West Midlands","139789, 136620, 136777, 136773, 137974",5,4,0,0,0,1,0,0,5,3,2,0,0,0,1,0,0,3,"575","58839.83","1665.1","35.34","B-","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","132","7200.5","237","30.38","Dist-","47","2865.5","98","29.24","Merit+","36%","85","4335","139","31.19","Dist-","135449, 139789, 136620, 136777, 136773, 137974, 146383",7,4,2,0,0,1,7,4,2,0,0,1,5,2,2,0,0,1,827,677,119,558,191,65,126
202223,"AcademicYear","Multi-academy trust","THE OLYMPUS ACADEMY TRUST",4095,"TR01568",7844791,10059430,"South West","145124, 145502, 137753, 139067",4,2,2,0,0,0,0,0,4,4,2,2,0,0,0,0,0,4,"299","22041","713.9","30.87","C","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","185","8232","276.5","29.77","Merit+","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","145124, 145502, 137753, 139067",4,2,2,0,0,0,4,2,2,0,0,0,4,2,2,0,0,0,370,299,26,270,185,20,165
202223,"AcademicYear","Multi-academy trust","THE PRIORY FEDERATION OF ACADEMIES",4253,"TR01688",6462935,10058228,"East Midlands","135563, 135564, 135565, 136194",4,0,4,0,0,0,0,0,4,4,0,4,0,0,0,0,0,4,"346","29144","890.2","32.74","C+","39","2374","85.4","27.8","C-","11%","307","26770","804.8","33.26","C+","167","9729","307","31.69","Dist-","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","135563, 135564, 135565, 136194",4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,480,346,39,307,167,28,139
202223,"AcademicYear","Multi-academy trust","THE ROSEDALE HEWENS ACADEMY TRUST",4397,"TR01817",7683702,10058942,"London","138368, 141035, 137077, 137078",3,2,0,0,0,1,0,0,3,4,2,0,0,0,2,0,0,4,"59","4049","144.5","28.02","C-","19","1019","44.8","22.75","D+","32%","39","3010","97.7","30.81","C","51","1631","58","28.12","Merit+","19","460","18","25.56","Merit","37%","30","1091","36","30.31","Dist-","138368, 141035, 137077, 137078",4,2,0,0,0,2,3,2,0,0,0,1,4,2,0,0,0,2,69,59,19,39,51,19,31
202223,"AcademicYear","Multi-academy trust","THE SHEFFIELD UTC ACADEMY TRUST",16038,"TR01898",7652696,10058801,"Yorkshire and the Humber","139695, 142605, 147685",3,0,0,0,3,0,1,0,2,3,0,0,0,3,0,1,0,2,"121","3511","163.5","21.47","D","28","369","28.7","12.86","E+","23%","91","3112","131.3","23.7","D+","52","2305","80.5","28.63","Merit+","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","139695, 142605, 147685",3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,186,121,28,91,52,11,41
202223,"AcademicYear","Multi-academy trust","THE SIGMA TRUST",16257,"TR00517",7926573,10059545,"East of England","145061, 146794, 138084",3,2,1,0,0,0,0,1,2,3,2,1,0,0,0,0,1,2,"117","6524","254.4","25.64","C-","20","1039","43.8","23.72","D+","17%","93","5255","198.6","26.46","C-","109","6494.5","214.5","30.28","Dist-","23","953.5","40.5","23.54","Merit","21%","86","5541","174","31.84","Dist-","145061, 146794, 138084",3,2,1,0,0,0,3,2,1,0,0,0,3,2,1,0,0,0,284,117,20,93,109,23,86
202223,"AcademicYear","Multi-academy trust","THE SPENCER ACADEMIES TRUST",4609,"TR01987",7353824,10058352,"East Midlands","145500, 146562, 138482, 137606, 145327, 136291",6,5,1,0,0,0,0,2,4,6,5,1,0,0,0,0,2,4,"702","72931","1963.5","37.14","B-","77","7044","206.6","34.09","C+","11%","622","65682","1749.9","37.53","B-","162","9297.5","260","35.76","Dist","30","2023","57","35.49","Dist","19%","119","6777","188.5","35.95","Dist","145500, 146562, 138482, 137606, 145327, 136291",6,5,1,0,0,0,6,5,1,0,0,0,6,5,1,0,0,0,798,702,77,622,162,30,131
202223,"AcademicYear","Multi-academy trust","THE THINKING SCHOOLS ACADEMY TRUST",5049,"TR02276",7359755,10058356,"South East","136594, 136313, 136108, 146624",4,2,2,0,0,0,0,0,4,3,1,2,0,0,0,0,0,3,"304","31964.8","920","34.74","C+","43","3307","108.1","30.59","C","14%","257","28078.1","799.9","35.1","B-","125","5009","197.5","25.36","Merit","27","1253.5","47","26.67","Merit+","22%","97","3685.5","148.5","24.82","Merit","137755, 148369, 136556, 136594, 136313, 136108, 146624",7,5,2,0,0,0,7,5,2,0,0,0,6,4,2,0,0,0,610,518,94,417,189,44,144
202223,"AcademicYear","Multi-academy trust","THE TWO COUNTIES TRUST",16093,"TR00097",7972029,10059639,"East Midlands","142741, 146451, 137158, 145966, 137981",5,5,0,0,0,0,0,1,4,5,5,0,0,0,0,0,1,4,"414","33424","1004.1","33.29","C+","56","4136","127.6","32.41","C+","14%","355","28926","866.2","33.39","C+","194","8846","284","31.15","Dist-","26","1150.5","40","28.76","Merit+","13%","162","7548","238.5","31.65","Dist-","142741, 146451, 137158, 145966, 137981",5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,608,414,56,355,194,26,168
202223,"AcademicYear","Multi-academy trust","THE WHITE HORSE FEDERATION",5315,"TR02468",8075785,10048061,"South West","137160, 130247, 146344, 138630",4,3,1,0,0,0,0,0,4,4,3,1,0,0,0,0,0,4,"323","27834","859.9","32.37","C+","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","150","8118.25","245","33.14","Dist-","24","1298.75","43","30.2","Dist-","16%","120","6584.5","193","34.12","Dist","137160, 130247, 146344, 138630",4,3,1,0,0,0,4,3,1,0,0,0,4,3,1,0,0,0,425,323,37,284,150,24,120
202223,"AcademicYear","Multi-academy trust","THOMAS TELFORD MULTI ACADEMY TRUST",16830,"TR01870",4798185,10058173,"West Midlands","134993, 133697, 135149, 140160",4,0,3,0,1,0,1,0,3,4,0,3,0,1,0,1,0,3,"309","21726","677.5","32.07","C+","77","5362","168.6","31.8","C+","25%","230","16179","504.4","32.08","C+","327","23315","690","33.79","Dist","89","6152.5","192","32.04","Dist-","27%","237","17102.5","496","34.48","Dist","134993, 133697, 135149, 140160",4,0,3,0,1,0,4,0,3,0,1,0,4,0,3,0,1,0,494,309,77,230,327,89,237
202223,"AcademicYear","Multi-academy trust","TOVE LEARNING TRUST",16243,"TR01990",7525820,10058513,"East Midlands","135335, 129342, 135956, 145736, 146209, 136488, 143421",7,2,5,0,0,0,0,3,4,7,2,5,0,0,0,0,3,4,"334","20975","719.2","29.16","C","43","1828","78.9","23.17","D+","13%","289","19047","635.3","29.98","C","255","13538","436.5","31.01","Dist-","47","2530.5","84.5","29.95","Merit+","18%","207","10982.5","351","31.29","Dist-","135335, 129342, 135956, 145736, 148835, 149433, 146209, 136488, 143421",9,3,6,0,0,0,9,3,6,0,0,0,9,3,6,0,0,0,588,426,61,363,324,64,259
202223,"AcademicYear","Multi-academy trust","TUDOR GRANGE ACADEMIES TRUST",5128,"TR02332",7365748,10058359,"West Midlands","146379, 136310, 137161, 140731, 135913",5,3,2,0,0,0,0,0,5,3,1,2,0,0,0,0,0,3,"411","40060","1196.7","33.48","C+","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","96","5414.5","185.5","29.19","Merit+","29","1429.5","53.5","26.72","Merit+","30%","67","3985","132","30.19","Dist-","146379, 136310, 137161, 140731, 135913",5,3,2,0,0,0,5,3,2,0,0,0,3,1,2,0,0,0,477,411,59,351,96,29,67
202223,"AcademicYear","Multi-academy trust","UNITED LEARNING TRUST",5143,"TR02343",4439859,10037395,"North West","148003, 145313, 134815, 144502, 130912, 136551, 140265, 136636, 131895, 138193, 135364, 135649, 135365, 137782, 135760, 135962, 135966, 134814, 147439, 140962, 132727, 135296, 139664, 135621",24,3,18,2,1,0,1,4,19,19,0,17,1,1,0,1,2,16,"1551","151615.33","4314.5","35.14","B-","356","31441.33","935.6","33.61","C+","23%","1179","118492.5","3321.8","35.67","B-","546","35090.5","1100","31.9","Dist-","197","13814","434","31.83","Dist-","36%","342","20959","656.5","31.93","Dist-","148003, 145313, 134815, 144502, 130912, 136551, 140265, 136636, 131895, 138193, 135364, 135649, 135365, 137782, 135760, 135962, 135966, 134814, 147439, 140962, 132727, 135296, 139664, 135621",24,3,18,2,1,0,24,3,18,2,1,0,19,0,17,1,1,0,2006,1551,356,1179,546,197,347
202223,"AcademicYear","Multi-academy trust","UNITY SCHOOLS PARTNERSHIP",4454,"TR01862",7400386,10058379,"East of England","145944, 136990, 137321, 141639, 136322",5,3,2,0,0,0,1,1,3,5,3,2,0,0,0,1,1,3,"282","22042","749.1","29.42","C","29","1883","71.3","26.41","C-","10%","252","20119","674.8","29.81","C","96","4415.5","147.5","29.94","Merit+","13","510","19","26.84","Merit+","14%","82","3880.5","127.5","30.44","Dist-","145944, 136990, 137321, 141639, 136322",5,3,2,0,0,0,5,3,2,0,0,0,5,3,2,0,0,0,348,282,29,252,96,13,83
202223,"AcademicYear","Multi-academy trust","VALLEY INVICTA ACADEMIES TRUST",5178,"TR02362",7559256,10058619,"South East","143954, 136582, 136581",3,2,1,0,0,0,0,0,3,3,2,1,0,0,0,0,0,3,"309","30093","773.2","38.92","B","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","134","5657.5","207","27.33","Merit+","16","638.5","27","23.65","Merit","12%","117","4969","178","27.92","Merit+","143954, 136582, 136581",3,2,1,0,0,0,3,2,1,0,0,0,3,2,1,0,0,0,377,309,22,287,134,16,117
202223,"AcademicYear","Multi-academy trust","WESTCOUNTRY SCHOOLS TRUST",3547,"TR01159",7398467,10057945,"South West","142124, 136569, 136557, 136568, 136558, 143649, 136336",6,6,0,0,0,0,1,0,5,7,6,0,0,0,1,2,0,5,"524","41043","1274.4","32.21","C+","49","3174","107.7","29.47","C","9%","475","37869","1166.7","32.46","C+","248","11290","353","31.98","Dist-","29","1337.5","43","31.1","Dist-","12%","211","9719.5","300.5","32.34","Dist-","142124, 136569, 136557, 136568, 136558, 140104, 143649, 136336",8,7,0,0,0,1,7,7,0,0,0,0,8,7,0,0,0,1,706,568,66,502,282,44,238
202223,"AcademicYear","Multi-academy trust","WINDSOR ACADEMY TRUST",5361,"TR02503",7523436,10058502,"West Midlands","144988, 146443, 136618",3,2,1,0,0,0,0,1,2,3,2,1,0,0,0,0,1,2,"210","18976","569.8","33.3","C+","28","2490","73.3","33.97","C+","13%","182","16486","496.5","33.2","C+","90","5232.5","149.5","35","Dist","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","144988, 146443, 136618",3,2,1,0,0,0,3,2,1,0,0,0,3,2,1,0,0,0,279,210,28,182,90,13,77
202223,"AcademicYear","Multi-academy trust","WOODARD ACADEMIES TRUST",5385,"TR02518",6415729,10027236,"South East","139658, 135744, 135745",3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,"162","12868","439.1","29.31","C","14","769","33.8","22.75","D+","9%","145","11839","396.3","29.87","C","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","139658, 135744, 135745",3,0,3,0,0,0,3,0,3,0,0,0,2,0,2,0,0,0,218,162,14,145,39,7,32
202223,"AcademicYear","Multi-academy trust","XAVIER CATHOLIC EDUCATION TRUST",16307,"TR03468",10236797,10057399,"South East","147430, 143369, 143367",3,3,0,0,0,0,1,0,2,3,3,0,0,0,0,1,0,2,"448","55104","1330.1","41.43","B","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","60","2745","76","36.12","Dist","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","147430, 143369, 143367",3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,468,448,18,417,60,3,56
